miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-151a	hg38:chr8:140732589-140732611:-	1	0.818699	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732590-140732608:-	1	0.818699	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732590-140732610:-	2	1.637398	N	mature,MIMAT0000757
hsa-mir-151a	hg38:chr8:140732620-140732644:-	1	0.818699	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732621-140732644:-	18	14.736584	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732621-140732645:-	8	6.549593	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732644:-	92	75.320316	N	mature,MIMAT0004697
hsa-mir-151a	hg38:chr8:140732622-140732645:-	52	42.572353	N	mature,MIMAT0004697
hsa-mir-151b	hg38:chr14:100109435-100109457:-	1	0.818699	N	mature,MIMAT0010214
hsa-mir-152	hg38:chr17:48037173-48037194:-	1	0.818699	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037173-48037195:-	25	20.467477	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037194:-	3	2.456097	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037174-48037195:-	99	81.051210	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037175-48037194:-	1	0.818699	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037175-48037195:-	5	4.093495	N	mature,MIMAT0000438
hsa-mir-152	hg38:chr17:48037197-48037218:-	1	0.818699	N	mature,MIMAT0026479
hsa-mir-153-2	hg38:chr7:157574389-157574410:-	10	8.186991	N	mature,MIMAT0026480
hsa-mir-1538	hg38:chr16:69565800-69565819:-	1	0.818699	N	mature,MIMAT0007400
hsa-mir-154	hg38:chr14:101059749-101059769:+	1	0.818699	N	precursor
hsa-mir-154	hg38:chr14:101059769-101059791:+	6	4.912195	N	mature,MIMAT0000452
hsa-mir-154	hg38:chr14:101059805-101059826:+	1	0.818699	N	mature,MIMAT0000453
hsa-mir-154	hg38:chr14:101059805-101059827:+	8	6.549593	N	mature,MIMAT0000453
hsa-mir-154	hg38:chr14:101059806-101059827:+	1	0.818699	N	mature,MIMAT0000453
hsa-mir-155	hg38:chr21:25573983-25574002:+	1	0.818699	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574003:+	46	37.660158	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574004:+	73	59.765033	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574005:+	84	68.770723	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574006:+	124	101.518687	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574007:+	108	88.419501	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574008:+	15	12.280486	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573983-25574009:+	3	2.456097	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574006:+	1	0.818699	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25573984-25574007:+	1	0.818699	N	mature,MIMAT0000646
hsa-mir-155	hg38:chr21:25574022-25574043:+	1	0.818699	N	mature,MIMAT0004658
hsa-mir-155	hg38:chr21:25574022-25574044:+	2	1.637398	N	mature,MIMAT0004658
hsa-mir-15a	hg38:chr13:50049131-50049152:-	1	0.818699	N	mature,MIMAT0004488
hsa-mir-15a	hg38:chr13:50049165-50049189:-	105	85.963404	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049166-50049189:-	46	37.660158	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049167-50049189:-	11	9.005690	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049168-50049189:-	20	16.373982	N	mature,MIMAT0000068
hsa-mir-15a	hg38:chr13:50049169-50049189:-	3	2.456097	N	mature,MIMAT0000068
hsa-mir-15b	hg38:chr3:160404607-160404626:+	1	0.818699	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404627:+	4	3.274796	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404628:+	62	50.759343	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404629:+	141	115.436571	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404607-160404630:+	1	0.818699	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404610-160404629:+	1	0.818699	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404612-160404629:+	1	0.818699	N	mature,MIMAT0000417
hsa-mir-15b	hg38:chr3:160404645-160404666:+	20	16.373982	N	mature,MIMAT0004586
hsa-mir-15b	hg38:chr3:160404645-160404667:+	25	20.467477	N	mature,MIMAT0004586
hsa-mir-16-1	hg38:chr13:50048985-50049007:-	5	4.093495	N	mature,MIMAT0004489
hsa-mir-16-1	hg38:chr13:50049026-50049043:-	1	0.818699	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049044:-	2	1.637398	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049026-50049049:-	9	7.368292	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049044:-	15	12.280486	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049047:-	1	0.818699	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049027-50049049:-	173	141.634942	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049028-50049044:-	1	0.818699	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049028-50049049:-	4	3.274796	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049029-50049049:-	11	9.005690	N	mature,MIMAT0000069
hsa-mir-16-1	hg38:chr13:50049030-50049049:-	2	1.637398	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404773:+	4	3.274796	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404774:+	11	9.005690	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404775:+	3	2.456097	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404776:+	190	155.552827	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404777:+	11	9.005690	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404778:+	2	1.637398	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404754-160404779:+	6	4.912195	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404755-160404776:+	1	0.818699	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404757-160404776:+	1	0.818699	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404776:+	4	3.274796	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404777:+	4	3.274796	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404759-160404778:+	1	0.818699	N	mature,MIMAT0000069
hsa-mir-16-2	hg38:chr3:160404796-160404818:+	6	4.912195	N	mature,MIMAT0004518
hsa-mir-17	hg38:chr13:91350617-91350638:+	1	0.818699	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350639:+	1	0.818699	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350617-91350641:+	1	0.818699	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350638:+	4	3.274796	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350639:+	29	23.742274	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350640:+	25	20.467477	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350641:+	1078	882.557616	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350618-91350642:+	40	32.747963	N	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350619-91350641:+	1	0.818699	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350620-91350641:+	1	0.818699	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350621-91350641:+	4	3.274796	Y	mature,MIMAT0000070
hsa-mir-17	hg38:chr13:91350655-91350676:+	1	0.818699	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350677:+	225	184.207295	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350678:+	11	9.005690	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350655-91350679:+	1	0.818699	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350677:+	34	27.835769	N	mature,MIMAT0000071
hsa-mir-17	hg38:chr13:91350656-91350678:+	1	0.818699	N	mature,MIMAT0000071
hsa-mir-181a-1	hg38:chr1:198859069-198859088:-	2	1.637398	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859090:-	5	4.093495	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859091:-	546	447.009702	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859092:-	3	2.456097	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859093:-	1	0.818699	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859069-198859097:-	1	0.818699	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859088:-	1	0.818699	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859090:-	1	0.818699	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859091:-	81	66.314626	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859070-198859092:-	3	2.456097	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859091:-	4	3.274796	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859071-198859093:-	2	1.637398	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859072-198859091:-	10	8.186991	N	mature,MIMAT0000270
hsa-mir-181a-1	hg38:chr1:198859106-198859131:-	12	9.824389	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859107-198859131:-	18	14.736584	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859127:-	1	0.818699	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859129:-	2	1.637398	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859130:-	1	0.818699	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859108-198859131:-	568	465.021082	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859130:-	1	0.818699	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859109-198859131:-	654	535.429203	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859110-198859131:-	42	34.385362	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859111-198859131:-	13	10.643088	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859112-198859131:-	2	1.637398	N	mature,MIMAT0000256
hsa-mir-181a-1	hg38:chr1:198859113-198859131:-	6	4.912195	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692498:+	4	3.274796	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692499:+	2	1.637398	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692500:+	11	9.005690	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692501:+	28	22.923574	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692502:+	632	517.417823	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692503:+	669	547.709689	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692504:+	27	22.104875	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692480-124692505:+	13	10.643088	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692502:+	2	1.637398	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692481-124692503:+	2	1.637398	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692482-124692505:+	1	0.818699	N	mature,MIMAT0000256
hsa-mir-181a-2	hg38:chr9:124692517-124692537:+	1	0.818699	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692538:+	2	1.637398	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692539:+	6	4.912195	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692517-124692540:+	2	1.637398	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692537:+	11	9.005690	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692538:+	35	28.654468	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692539:+	150	122.804863	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692540:+	302	247.247124	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692541:+	7	5.730894	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692518-124692542:+	1	0.818699	N	mature,MIMAT0004558
hsa-mir-181a-2	hg38:chr9:124692519-124692540:+	1	0.818699	N	mature,MIMAT0004558
hsa-mir-181b-1	hg38:chr1:198858886-198858908:-	11	9.005690	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858887-198858908:-	17	13.917884	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858888-198858908:-	11	9.005690	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858889-198858908:-	6	4.912195	N	mature,MIMAT0022692
hsa-mir-181b-1	hg38:chr1:198858918-198858948:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858920-198858948:-	2	1.637398	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858922-198858946:-	2	1.637398	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858923-198858949:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858946:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858948:-	70	57.308936	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858924-198858949:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858941:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858947:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858948:-	120	98.243890	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858925-198858949:-	8	6.549593	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858944:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858947:-	2	1.637398	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858948:-	146	119.530067	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858926-198858949:-	6	4.912195	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858947:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858948:-	117	95.787793	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858927-198858949:-	4	3.274796	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858948:-	8	6.549593	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858928-198858949:-	2	1.637398	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858929-198858949:-	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-1	hg38:chr1:198858930-198858948:-	5	4.093495	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693746:+	3	2.456097	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693747:+	7	5.730894	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693748:+	2	1.637398	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693724-124693750:+	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693745:+	11	9.005690	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693746:+	131	107.249580	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693747:+	127	103.974784	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693748:+	119	97.425191	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693749:+	56	45.847149	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693725-124693750:+	12	9.824389	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693743:+	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693746:+	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693748:+	3	2.456097	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693726-124693749:+	1	0.818699	N	mature,MIMAT0000257
hsa-mir-181b-2	hg38:chr9:124693763-124693782:+	2	1.637398	N	mature,MIMAT0031893
hsa-mir-181c	hg38:chr19:13874725-13874746:+	5	4.093495	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874747:+	21	17.192681	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874748:+	5	4.093495	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874725-13874749:+	2	1.637398	N	mature,MIMAT0000258
hsa-mir-181c	hg38:chr19:13874763-13874785:+	1	0.818699	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874763-13874786:+	1	0.818699	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874784:+	3	2.456097	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874785:+	18	14.736584	N	mature,MIMAT0004559
hsa-mir-181c	hg38:chr19:13874764-13874786:+	24	19.648778	N	mature,MIMAT0004559
hsa-mir-181d	hg38:chr19:13874910-13874932:+	13	10.643088	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874933:+	7	5.730894	N	mature,MIMAT0002821
hsa-mir-181d	hg38:chr19:13874910-13874935:+	1	0.818699	N	mature,MIMAT0002821
hsa-mir-182	hg38:chr7:129770439-129770466:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770444-129770464:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770444-129770465:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770444-129770470:-	4	3.274796	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770444-129770471:-	257	210.405665	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770464:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770465:-	2	1.637398	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770466:-	4	3.274796	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770467:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770470:-	17	13.917884	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770445-129770471:-	3606	2952.228908	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770465:-	6	4.912195	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770466:-	6	4.912195	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770468:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770470:-	26	21.286176	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770446-129770471:-	5897	4827.868517	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770465:-	3	2.456097	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770466:-	19	15.555283	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770468:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770470:-	44	36.022760	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770447-129770471:-	9534	7805.477097	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770465:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770466:-	4	3.274796	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770468:-	3	2.456097	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770469:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770470:-	24	19.648778	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770448-129770471:-	8785	7192.271481	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770466:-	5	4.093495	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770470:-	23	18.830079	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770449-129770471:-	9037	7398.583651	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770466:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770467:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770470:-	11	9.005690	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770450-129770471:-	2690	2202.300544	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770451-129770470:-	6	4.912195	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770451-129770471:-	900	736.829178	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770451-129770472:-	1	0.818699	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770452-129770471:-	117	95.787793	N	mature,MIMAT0000259
hsa-mir-182	hg38:chr7:129770453-129770471:-	6	4.912195	N	mature,MIMAT0000259
hsa-mir-183	hg38:chr7:129774927-129774949:-	2	1.637398	N	mature,MIMAT0004560
hsa-mir-183	hg38:chr7:129774932-129774949:-	1	0.818699	N	mature,MIMAT0004560
hsa-mir-183	hg38:chr7:129774958-129774984:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774958-129774988:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774959-129774989:-	14	11.461787	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774960-129774989:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774961-129774982:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774961-129774984:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774961-129774989:-	4	3.274796	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774962-129774989:-	8	6.549593	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774963-129774988:-	3	2.456097	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774963-129774989:-	35	28.654468	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774964-129774988:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774964-129774989:-	29	23.742274	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774984:-	3	2.456097	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774985:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774987:-	8	6.549593	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774988:-	2238	1832.248557	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774989:-	1221	999.631585	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774990:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774965-129774991:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774983:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774984:-	3	2.456097	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774986:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774987:-	17	13.917884	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774988:-	9436	7725.244586	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774989:-	10139	8300.790045	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774990:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774966-129774991:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774984:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774985:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774986:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774987:-	4	3.274796	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774988:-	942	771.214540	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774989:-	2768	2266.159073	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774990:-	3	2.456097	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774967-129774991:-	10	8.186991	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774985:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774988:-	181	148.184535	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774989:-	888	727.004789	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774990:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774968-129774991:-	17	13.917884	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774988:-	90	73.682918	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774989:-	357	292.275574	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774990:-	2	1.637398	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774969-129774991:-	23	18.830079	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774970-129774988:-	15	12.280486	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774970-129774989:-	68	55.671538	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774970-129774990:-	1	0.818699	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774970-129774991:-	4	3.274796	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774971-129774989:-	5	4.093495	N	mature,MIMAT0000261
hsa-mir-183	hg38:chr7:129774973-129774989:-	1	0.818699	N	mature,MIMAT0000261
